customer_name,Mar_21,Apr_21,May_21,Jun_21,Jul_21,Aug_21,Sep_21,Oct_21,Nov_21,Dec_21,Jan_22,Feb_22,Mar_22,Apr_22,May_22,Jun_22,Jul_22,Aug_22,Sep_22,Oct_22,Nov_22,Dec_22,Jan_23,Feb_23,Mar_23,Apr_23,May_23,Jun_23,Jul_23,Aug_23,Sep_23,Oct_23,Nov_23,Dec_23,Jan_24,Feb_24,Mar_24,Apr_24,May_24,Jun_24,Jul_24,Aug_24,Sep_24,Oct_24,Feb_20,Mar_20,Apr_20,May_20,Jun_20,Jul_20,Aug_20,Sep_20,Oct_20,Nov_20,Dec_20,Jan_21,Feb_21,Nov_24,Dec_24,Jan_25,Feb_25,Dec_18,Jan_19,Feb_19,Mar_19,Apr_19,May_19,Jun_19,Jul_19,Aug_19,Sep_19,Oct_19,Nov_19,Dec_19,Jan_20,Jun_18,Jul_18,Aug_18,Sep_18,Oct_18,Nov_18,Mar_25,Apr_25,May_25,Jun_25,Jul_25,Aug_25,Sep_25,Oct_25,Nov_25,Dec_25,Jan_26,Feb_26,Mar_26,Apr_26,May_26,Jun_26,Jul_26,Aug_26,Sep_26,Oct_26,Nov_26,Dec_26,Jan_27,Feb_27,Mar_27,Apr_27,May_27,Jun_27,Jul_27,Aug_27,Sep_27,Oct_27,Nov_27,Dec_27,Jan_28,Feb_28,Mar_28,Apr_28,May_28,Jun_28,Jul_28,Aug_28,Sep_28,Oct_28,Nov_28,Dec_28,Jan_29,Feb_29,Mar_29,Apr_29,May_29,Jun_29,Jul_29,Aug_29,Sep_29,Oct_29,Nov_29,Dec_29,Jan_30,Feb_30
"""New Brittain (CT) EMS""",,,,,,,,,,,,,,,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,586.2946742209632,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""New Hope (NC) Fire Department""",,,,,,,,,,,,,,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,719.97,719.97,719.97,719.97,719.97,719.97,719.97,719.97,719.97,719.97,719.97,719.97,719.97,719.97,719.97,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""New Lenox (IL) Fire Protection District""",1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,1794.9999999999998,0.0,0.0,0.0,,,,,,,,,,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""New Madison (OH) Volunteer Fire Department""",,,,,,,,,,,,,,,,,,,,,,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""New Smyrna Beach (FL) Fire Department""",,,,,,,,,,,,,,,,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,2159.9,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Newport (KY) Fire Department/Belleview""",349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,0.0,0.0,0.0,,,,,,,,,349.0,349.0,349.0,349.0,349.0,349.0,349.0,698.0,349.0,349.0,349.0,349.0,349.0,,,,,,,,,,,,,,,349.0,349.0,349.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Newport (KY) Fire Department/Belleview McVille""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,,,,,,,,,,,,,,349.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Nixa (MO) Fire Protection District""",1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,,,,,,,,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Noblesville (IN) Fire Department""",2160.0,2160.0,2160.0,2160.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,0.0,0.0,0.0,,,,,,,,,,,2785.7464788732395,2785.7464788732395,2785.7464788732395,2785.7464788732395,2785.7464788732395,2160.0,2160.0,2160.0,2160.0,2160.0,2160.0,2160.0,2160.0,,,,,,,,,,,,698.0,698.0,698.0,2785.7464788732395,2785.7464788732395,2785.7464788732395,2785.7464788732395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Noblesville (IN) Fire Department, City of""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Arlington (NJ) Volunteer Emergency Squad""",,,,,,,,,,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Bay (FL) Fire Control District""",,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Central (CA) Fire Protection District""",,,,,,,,,,,,,,,2516.4,2516.4,2516.4,2516.4,3121.4632411067196,3121.4632411067196,3121.4632411067196,3121.4632411067196,3121.4632411067196,3121.4632411067196,3121.4632411067196,3121.4632411067196,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,3023.86,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North College Hill (OH) Emergency Services - Fire""",,,,,,,,,,,,,,,,,,,,,,,,,,,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,1348.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North College Hill (OH) Police Department""",,,,,,,,,,,,,,,,,,,,,,,,,,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,1498.0000000000002,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Collier (FL) Fire Control and Rescue District Administration""",5235.0,838.4,838.4,838.4,838.4,838.4,838.4,838.4,838.4,838.4,7451.400000000001,7451.400000000001,7451.400000000001,6613.000000000001,6613.000000000001,6613.000000000001,6613.000000000001,6613.000000000001,6613.000000000001,6613.000000000001,6613.000000000001,6613.000000000001,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,7212.06,0.0,0.0,0.0,,,,,,,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North County (CA) Dispatch Joint Powers Authority""",,,,,,,,,,,,,,,,,,,,,,,,,,,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,9044.933701657457,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North County (CA) Fire Authority""",,,,,,,,,,,,,2660.4,2660.4,2660.4,2660.4,2660.4,2660.4,2660.4,2660.4,2660.4,2660.4,2660.4,2660.4000000000005,2660.4000000000005,2660.4000000000005,2660.4000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Fayette Township (PA) Volunteer Fire Department""",1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,1078.2,1078.2,1078.2,1078.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Jefferson County (MO) Ambulance District""",1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,0.0,0.0,0.0,,,,,,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,3490.0,1396.0,1396.0,,,,,,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,2094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Kansas City (MO) Fire Department""",698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,0.0,0.0,0.0,,,,,,,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,,,,,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,,,,,,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Port (FL) Fire Rescue, City of""",1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,1995.0,1995.0,1995.0,1995.0,1995.0,2669.3656387665196,2669.3656387665196,2669.3656387665196,2669.3656387665196,2669.3656387665196,2669.3656387665196,2669.3656387665196,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,0.0,0.0,0.0,,,,,,,,,,,,,1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,1991.725929978118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Randall (OH) Fire Department""",,,,,,,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,1078.2,,,,,,,,,,,,,,1078.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Richland Hills (TX)  Fire Department""",2590.0,2590.0,2590.0,5180.0,5180.0,5180.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,3590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,3590.0,0.0,0.0,0.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,,,,2590.0,2590.0,2590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Richland Hills (TX) Police Department""",1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,0.0,0.0,0.0,,,,,,,,,,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Ridgeville (OH) Fire Department""",1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,1797.3500000000001,0.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,0.0,0.0,,,,,,,,,,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Shore (WI) Fire Rescue""",1745.0,1745.0,3490.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,1797.3499999999997,0.0,0.0,0.0,1743.2857142857142,1743.2857142857142,1743.2857142857142,1743.2857142857142,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,,,,,,,,,,,349.0,1743.2857142857142,1743.2857142857142,1743.2857142857142,1743.2857142857142,1743.2857142857142,1743.2857142857142,1743.2857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Spartanburg (SC) Fire District""",1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,0.0,0.0,0.0,,,,,,,,,,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,,,,,,,,,,,,,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Spartanburg (SC) Fire and Emergency Services District""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""North Strabane Township (PA) Fire Department""",698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,1397.0,1417.94,1417.94,1417.94,1417.94,1417.94,1417.94,1417.94,1417.94,1417.94,1417.94,1417.94,718.94,718.94,718.94,718.94,0.0,0.0,0.0,,,698.0,698.0,698.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Northern Lebanon (PA) Fire & EMS""",,,,,,,,,,,,,,,,,,,,,,,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Northern Onondaga (NY) Volunteer Ambulance (N.O.V.A)""",,,,,,,,,,,,,,,,,,,,,,,,,,,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Northland Regional Ambulance""",,,,,,,,,,,,,,,,,,,,,,,,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,5841.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Northport (NY) Police Department""",,,,,,,,,,,,,,,,,,,,,,,,,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Northside Events and Social Club (IN)""",,,,,,,,,,,,,,,,,,,,,,,,,,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Northville Township (MI) Fire Department""",,,,,,,,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Norton (MA) Fire Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,2696.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Norwood (OH) Fire Department""",1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,0.0,0.0,0.0,,,,,,,,,,,,,,,1258.2,1258.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""O'Fallon (IL) EMS, Department of Public Safety""",1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,2383.795588235294,2383.795588235294,2383.795588235294,2383.795588235294,2383.795588235294,1677.6,1677.6,1677.6,1677.6,1677.6,1677.6,1677.6,1677.6,1677.6,1677.6,1677.6,1677.6,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,1727.92,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""O'Fallon (IL) Police, City of""",,,,,,,,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""O'Fallon (MO) Fire Protection District""",2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,,,,,,,,,,,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
